case,regret,investment_cost,operation_cost
1var-E2C,35.8339883973822,1.5731557692449035e6,1.8277491808579583e6
1var-0,96190.27978556976,1.7623022409115322e6,1.7347571549885024e6
1var-E1C,35.8339883973822,1.5731557692449035e6,1.8277491808579583e6
3var-E2,3.4008691161144646e6,0.0,0.0
3var-E1,106.07541000563651,1.5732790873730434e6,1.8276961041514268e6
3var-0T,35.8339883973822,1.5731557692449035e6,1.8277491808579583e6
