case,regret,investment_cost,operation_cost
1var-E2C,-3.1791279786266387,1.62729255820302e6,1.6707269171590388e6
1var-0,1.8380908759696898e6,1.9406349160300426e6,3.1954786144296844e6
1var-E1C,2407.0071721752174,1.6238717688537068e6,1.6765578928085058e6
3var-E2,3.2980226544900374e6,0.0,0.0
3var-E1,-3.1791279786266387,1.62729255820302e6,1.6707269171590388e6
3var-0T,-3.1791279786266387,1.62729255820302e6,1.6707269171590388e6
