case,regret,investment_cost,operation_cost
1var-E2C,-85.50872721150517,1.7171417507100522e6,2.2515774104492823e6
1var-0,101227.78237692639,2.012590047754308e6,2.0574424045091646e6
1var-E1C,-127.4246663749218,1.7171025972043679e6,2.2515746480158037e6
3var-E2,3.968804669886546e6,0.0,0.0
3var-E1,-127.4246663749218,1.7171025972043679e6,2.2515746480158037e6
3var-0T,1.4083470380865037,1.7281363399123838e6,2.2406697383212005e6
