case,regret,investment_cost,operation_cost
1var-E2C,19.784608656540513,1.0374487488214764e6,1.2654641464100378e6
1var-0,181036.13464553375,1.3077037584414762e6,1.1762254868269153e6
1var-E1C,18.722789097577333,1.0374430233369556e6,1.2654688100749997e6
3var-E2,2.3028931106228577e6,0.0,0.0
3var-E1,26.975455606821924,1.0345844973880161e6,1.2683355886904486e6
3var-0T,18.722789097577333,1.0374430233369556e6,1.2654688100749997e6
