case,regret,investment_cost,operation_cost
1var-E2C,883.3810289783869,866254.4570312398,754743.7497006204
1var-0,9.192555499931132e6,930600.723646654,9.88206960198736e6
1var-E1C,883.3810289783869,866254.4570312398,754743.7497006204
3var-E2,1.6201148257028817e6,0.0,0.0
3var-E1,-20.64913101051934,854875.4113652139,765218.7652066574
3var-0T,883.3810289783869,866254.4570312398,754743.7497006204
