case,regret,investment_cost,operation_cost
1var-E2C,3775.0818146471865,1.7272611173253811e6,1.5412767295827544e6
1var-0,7.707676861485124e6,1.951710811433768e6,9.020728815144844e6
1var-E1C,3775.0818146471865,1.7272611173253811e6,1.5412767295827544e6
3var-E2,3.264762765093488e6,0.0,0.0
3var-E1,2.26841381425038,1.6181468117920235e6,1.6466182217152787e6
3var-0T,3739.92778601218,1.727266842809902e6,1.5412358500695983e6
