case,regret,investment_cost,operation_cost
1var-E2C,406.68934651091695,1.6842723722482142e6,3.2055845992576536e6
1var-0,32339.608718248084,1.7163504269269402e6,3.2054394639506643e6
1var-E1C,289.88722728937864,1.6841729029652127e6,3.2055672664214326e6
3var-E2,4.889450282159356e6,0.0,0.0
3var-E1,-35.84257236961275,1.6838666776277283e6,3.2055477619592585e6
3var-0T,-35.84257236961275,1.6838666776277283e6,3.2055477619592585e6
