case,regret,investment_cost,operation_cost
1var-E2C,-33.80905459728092,1.079208124630934e6,1.176755868029336e6
1var-0,151662.2978450521,1.3446371674544495e6,1.06302293210547e6
1var-E1C,-14.81487037288025,1.0791993161932097e6,1.1767836706512847e6
3var-E2,2.2559978017148674e6,0.0,0.0
3var-E1,-14.81487037288025,1.0791993161932097e6,1.1767836706512847e6
3var-0T,-14.81487037288025,1.0791993161932097e6,1.1767836706512847e6
