case,regret,investment_cost,operation_cost
1var-E2C,-20.98156901402399,1.3396670145329405e6,1.541370547902781e6
1var-0,114612.32006500289,1.5096708036983495e6,1.4860000603713891e6
1var-E1C,-20.98156901402399,1.3396670145329405e6,1.541370547902781e6
3var-E2,2.8810585440047355e6,0.0,0.0
3var-E1,-20.98156901402399,1.3396670145329405e6,1.541370547902781e6
3var-0T,-20.98156901402399,1.3396670145329405e6,1.541370547902781e6
