case,regret,investment_cost,operation_cost
1var-E2C,417.1964681893587,1.370510022220993e6,1.3898493501884178e6
1var-0,918477.896101404,1.656802008532076e6,2.0216180635105493e6
1var-E1C,446.4418235318735,1.3707180481585814e6,1.389670569606172e6
3var-E2,2.7599421759412214e6,0.0,0.0
3var-E1,-24.06653482047841,1.3743919039237127e6,1.3855262054826883e6
3var-0T,417.1964681893587,1.370510022220993e6,1.3898493501884178e6
