case,regret,investment_cost,operation_cost
1var-E2C,-32.73841538885608,802502.793772104,880033.6510637456
1var-0,79798.71518821968,972132.3034941187,790235.5949453395
1var-E1C,-32.73841538885608,802502.793772104,880033.6510637456
3var-E2,1.6825691832512384e6,0.0,0.0
3var-E1,-32.73841538885608,802502.793772104,880033.6510637456
3var-0T,-32.73841538885608,802502.793772104,880033.6510637456
