case,regret,investment_cost,operation_cost
1var-E2C,37.842844302766025,1.5290286202996126e6,1.9261524201647816e6
1var-0,59739.7684919727,1.5957912170587592e6,1.9190917490533052e6
1var-E1C,1187.7689854493365,1.5338160605112044e6,1.9225149060943364e6
3var-E2,3.4551431976200915e6,0.0,0.0
3var-E1,37.842844302766025,1.5290286202996126e6,1.9261524201647816e6
3var-0T,214.4625031161122,1.5293232992433137e6,1.9260343608798939e6
