case,regret,investment_cost,operation_cost
1var-E2C,67.71318165538833,1.6126877441493594e6,2.503305390425017e6
1var-0,61686.35571752442,1.6757952125263857e6,2.50181656458386e6
1var-E1C,28.55967597058043,1.612648590643675e6,2.5033053904250166e6
3var-E2,4.115925421392721e6,0.0,0.0
3var-E1,-2.037427742499858,1.612604944834751e6,2.5033184391302275e6
3var-0T,-2.037427742499858,1.612604944834751e6,2.5033184391302275e6
