case,regret,investment_cost,operation_cost
1var-E2C,-85.23589503392577,1.8141849770915704e6,2.0617889284619591e6
1var-0,1.033441979486194e6,2.3350921300598728e6,2.5744089908748847e6
1var-E1C,-88.69526112498716,1.8141995110138152e6,2.0617709351736235e6
3var-E2,3.8760591414485634e6,0.0,0.0
3var-E1,-132.682099646423,1.8141255201369314e6,2.0618009392119858e6
3var-0T,-132.682099646423,1.8141255201369314e6,2.0618009392119858e6
