case,regret,investment_cost,operation_cost
1var-E2C,-173.8411881979555,1.6554044480635652e6,2.3750178499788605e6
1var-0,74377.63088691048,1.8450242592053702e6,2.259949510912164e6
1var-E1C,-173.8411881979555,1.6554044480635652e6,2.3750178499788605e6
3var-E2,4.030596139230624e6,0.0,0.0
3var-E1,-173.8411881979555,1.6554044480635652e6,2.3750178499788605e6
3var-0T,-51.1387804443948,1.6555979400789086e6,2.374947060371271e6
