case,regret,investment_cost,operation_cost
1var-E2C,1199.3882658556104,1.677692424403735e6,1.6012467417709853e6
1var-0,4.0089257562720748e6,1.903635650174991e6,5.383029884005948e6
1var-E1C,1199.3882658556104,1.677692424403735e6,1.6012467417709853e6
3var-E2,3.2777397779088644e6,0.0,0.0
3var-E1,-13.149166299030185,1.6758278537518801e6,1.6018987749906855e6
3var-0T,70.25243675103411,1.673653515862809e6,1.6041565144828064e6
