case,regret,investment_cost,operation_cost
1var-E2C,408.4796827053651,1.9714332821914204e6,1.8308230674887127e6
1var-0,8.88174535691797e6,2.304131748048625e6,1.037946147886677e7
1var-E1C,416.92973345145583,1.9714478161136657e6,1.8308169836172138e6
3var-E2,3.801847869997428e6,0.0,0.0
3var-E1,56.367418008856475,1.976681384646899e6,1.8252228527685378e6
3var-0T,408.4796827053651,1.9714332821914204e6,1.8308230674887127e6
