case,regret,investment_cost,operation_cost
1var-E2C,-7.334736753255129,2.241594045050295e6,3.1619579380081706e6
1var-0,41621.83314952813,2.3291424288575104e6,3.116038722087236e6
1var-E1C,-7.334736753255129,2.241594045050295e6,3.1619579380081706e6
3var-E2,5.403559317795219e6,0.0,0.0
3var-E1,-7.334736753255129,2.241594045050295e6,3.1619579380081706e6
3var-0T,-7.334736753255129,2.241594045050295e6,3.1619579380081706e6
