case,regret,investment_cost,operation_cost
1var-E2C,-1.4775616433471441,1.1555807251324274e6,1.0257127524343713e6
1var-0,5.210435211631369e6,1.2459254178710217e6,6.14580474888879e6
1var-E1C,42.953818196896464,1.1556286870758361e6,1.0257092218708028e6
3var-E2,2.181294955128442e6,0.0,0.0
3var-E1,0.0005527767352759838,1.155586450616948e6,1.0257085050642706e6
3var-0T,-1.4775616433471441,1.1555807251324274e6,1.0257127524343713e6
