case,regret,investment_cost,operation_cost
1var-E2C,165.09039884689264,853635.7715638807,805481.3704023358
1var-0,909919.0188816865,1.0037402119520447e6,1.5651308584970115e6
1var-E1C,183.84323113132268,853668.2086358004,805467.6861627004
3var-E2,1.6589520515673696e6,0.0,0.0
3var-E1,22.85403710184619,854863.7810218581,804111.1245826134
3var-0T,183.84323113132268,853668.2086358004,805467.6861627004
