case,regret,investment_cost,operation_cost
1var-E2C,-100.41533716674894,1.760296056149179e6,2.1583423448379207e6
1var-0,182404.27435951866,2.178006079359361e6,1.923137011324424e6
1var-E1C,-29.308560479432344,1.760378855463787e6,2.1583306523e6
3var-E2,3.9187388163242666e6,0.0,0.0
3var-E1,-150.69470133259892,1.7602345071905805e6,2.1583536144323535e6
3var-0T,-64.62785664573312,1.7603497435771083e6,2.1583244448905126e6
