case,regret,investment_cost,operation_cost
1var-E2C,-71.18690734403208,1.868497620590323e6,1.9726641388206782e6
1var-0,2.7055625139705846e6,2.282982647198341e6,4.263812813090589e6
1var-E1C,-69.50724390195683,1.8685267324770016e6,1.9726367065974416e6
3var-E2,3.841232946318345e6,0.0,0.0
3var-E1,-69.50724390195683,1.8685267324770016e6,1.9726367065974416e6
3var-0T,-71.18690734403208,1.868497620590323e6,1.9726641388206782e6
