case,regret,investment_cost,operation_cost
1var-E2C,-84.23540125135332,1.3200710025145935e6,1.469159930784823e6
1var-0,132413.046415912,1.6019277537886428e6,1.3198004613279374e6
1var-E1C,-84.23540125135332,1.3200710025145935e6,1.469159930784823e6
3var-E2,2.789315168700668e6,0.0,0.0
3var-E1,-84.23540125135332,1.3200710025145935e6,1.469159930784823e6
3var-0T,66.12477027531713,1.3203384854068207e6,1.4690428080641225e6
