case,regret,investment_cost,operation_cost
1var-E2C,1017.0840081064962,1.91714149266898e6,1.8995963972096695e6
1var-0,5.248844343112797e6,2.2666772137685954e6,6.797887935214743e6
1var-E1C,1027.194006907288,1.9171515342879859e6,1.899596465589464e6
3var-E2,3.815720805870543e6,0.0,0.0
3var-E1,-68.46196659374982,1.9224010754549592e6,1.8932512684489898e6
3var-0T,-98.34475508611649,1.9223182761403508e6,1.8933041849751058e6
