case,regret,investment_cost,operation_cost
1var-E2C,-2.702359040931146e8,1.919917092917292e6,3.823052738778652e6
1var-0,-2.702359040931146e8,1.919917092917292e6,3.823052738778652e6
1var-E1C,-2.702359040931146e8,1.919917092917292e6,3.823052738778652e6
3var-E2,2.759788739248106e8,0.0,0.0
3var-E1,-2.702359040931146e8,1.919917092917292e6,3.823052738778652e6
3var-0T,-2.702359040931146e8,1.919917092917292e6,3.823052738778652e6
