profile_name,year,rep_period,timestep,value,scenario
NL_Wind_Onshore,2030,1,68,0.41216322250000004,1
NL_Wind_Onshore,2030,1,69,0.420756964,1
NL_Wind_Onshore,2030,1,70,0.431405465,1
NL_Wind_Onshore,2030,1,71,0.442053966,1
NL_Wind_Onshore,2030,1,72,0.452702467,1
NL_Wind_Onshore,2030,1,73,0.463350968,1
NL_Wind_Onshore,2030,1,74,0.469447849,1
NL_Wind_Onshore,2030,1,75,0.47554472999999997,1
NL_Wind_Onshore,2030,1,76,0.481641611,1
NL_Wind_Onshore,2030,1,77,0.487738492,1
NL_Wind_Onshore,2030,1,78,0.48183131975000004,1
NL_Wind_Onshore,2030,1,79,0.4759241475,1
NL_Wind_Onshore,2030,1,80,0.47001697524999997,1
NL_Wind_Onshore,2030,1,81,0.464109803,1
NL_Wind_Onshore,2030,1,82,0.4629601945,1
NL_Wind_Onshore,2030,1,83,0.461810586,1
NL_Wind_Onshore,2030,1,84,0.4606609775,1
NL_Wind_Onshore,2030,1,85,0.459511369,1
NL_Wind_Onshore,2030,1,86,0.46294941425,1
NL_Wind_Onshore,2030,1,87,0.4663874595,1
NL_Wind_Onshore,2030,1,88,0.46982550474999996,1
NL_Wind_Onshore,2030,1,89,0.47326355,1
NL_Wind_Onshore,2030,1,90,0.47840004324999996,1
NL_Wind_Onshore,2030,1,91,0.48353653649999995,1
NL_Wind_Onshore,2030,1,92,0.48867302975,1
NL_Wind_Onshore,2030,1,93,0.493809523,1
NL_Wind_Onshore,2030,1,94,0.50801203825,1
NL_Wind_Onshore,2030,1,95,0.5222145535,1
NL_Wind_Onshore,2030,1,96,0.53641706875,1
NL_Wind_Onshore,2030,1,97,0.550619584,1
NL_Wind_Onshore,2030,1,98,0.57631190825,1
NL_Wind_Onshore,2030,1,99,0.6020042325,1
NL_Wind_Onshore,2030,1,100,0.62769655675,1
NL_Wind_Onshore,2030,1,101,0.653388881,1
NL_Wind_Onshore,2030,1,102,0.682647247,1
NL_Wind_Onshore,2030,1,103,0.711905613,1
NL_Wind_Onshore,2030,1,104,0.741163979,1
NL_Wind_Onshore,2030,1,105,0.770422345,1
NL_Wind_Onshore,2030,1,106,0.789949464,1
NL_Wind_Onshore,2030,1,107,0.8094765829999999,1
NL_Wind_Onshore,2030,1,108,0.829003702,1
NL_Wind_Onshore,2030,1,109,0.848530821,1
NL_Wind_Onshore,2030,1,110,0.8581853365000001,1
NL_Wind_Onshore,2030,1,111,0.867839852,1
NL_Wind_Onshore,2030,1,112,0.8774943675,1
NL_Wind_Onshore,2030,1,113,0.887148883,1
NL_Wind_Onshore,2030,1,114,0.894749777,1
NL_Wind_Onshore,2030,1,115,0.902350671,1
NL_Wind_Onshore,2030,1,116,0.9099515650000001,1
NL_Wind_Onshore,2030,1,117,0.917552459,1
NL_Wind_Onshore,2030,1,118,0.921538654,1
NL_Wind_Onshore,2030,1,119,0.9255248490000001,1
NL_Wind_Onshore,2030,1,120,0.9295110440000001,1
NL_Wind_Onshore,2030,1,121,0.933497239,1
NL_Wind_Onshore,2030,1,122,0.934266941,1
NL_Wind_Onshore,2030,1,123,0.935036643,1
NL_Wind_Onshore,2030,1,124,0.935806345,1
NL_Wind_Onshore,2030,1,125,0.936576047,1
NL_Wind_Onshore,2030,1,126,0.93216006275,1
NL_Wind_Onshore,2030,1,127,0.9277440785,1
NL_Wind_Onshore,2030,1,128,0.92332809425,1
NL_Wind_Onshore,2030,1,129,0.91891211,1
NL_Wind_Onshore,2030,1,130,0.915816701,1
NL_Wind_Onshore,2030,1,131,0.912721292,1
NL_Wind_Onshore,2030,1,132,0.9096258829999999,1
NL_Wind_Onshore,2030,1,133,0.906530474,1
NL_Wind_Onshore,2030,1,134,0.9000019162499999,1
NL_Wind_Onshore,2030,1,135,0.8934733585,1
NL_Wind_Onshore,2030,1,136,0.88694480075,1
NL_Wind_Onshore,2030,1,137,0.880416243,1
NL_Wind_Onshore,2030,1,138,0.868393311,1
NL_Wind_Onshore,2030,1,139,0.856370379,1
NL_Wind_Onshore,2030,1,140,0.8443474470000001,1
NL_Wind_Onshore,2030,1,141,0.832324515,1
NL_Wind_Onshore,2030,1,142,0.8208506787500001,1
NL_Wind_Onshore,2030,1,143,0.8093768425000001,1
NL_Wind_Onshore,2030,1,144,0.79790300625,1
NL_Wind_Onshore,2030,1,145,0.78642917,1
NL_Wind_Onshore,2030,1,146,0.7776751305,1
NL_Wind_Onshore,2030,1,147,0.768921091,1
NL_Wind_Onshore,2030,1,148,0.7601670515,1
NL_Wind_Onshore,2030,1,149,0.751413012,1
NL_Wind_Onshore,2030,1,150,0.74200077075,1
NL_Wind_Onshore,2030,1,151,0.7325885295,1
NL_Wind_Onshore,2030,1,152,0.7231762882499999,1
NL_Wind_Onshore,2030,1,153,0.713764047,1
NL_Wind_Onshore,2030,1,154,0.7063634405,1
NL_Wind_Onshore,2030,1,155,0.698962834,1
NL_Wind_Onshore,2030,1,156,0.6915622275,1
NL_Wind_Onshore,2030,1,157,0.684161621,1
NL_Wind_Onshore,2030,1,158,0.6793806795,1
NL_Wind_Onshore,2030,1,159,0.674599738,1
NL_Wind_Onshore,2030,1,160,0.6698187965,1
NL_Wind_Onshore,2030,1,161,0.665037855,1
NL_Wind_Onshore,2030,1,162,0.66502410825,1
NL_Wind_Onshore,2030,1,163,0.6650103615,1
NL_Wind_Onshore,2030,1,164,0.6649966147499999,1
NL_Wind_Onshore,2030,1,165,0.664982868,1
NL_Wind_Onshore,2030,1,166,0.6637787305,1
NL_Wind_Onshore,2030,1,167,0.662574593,1
NL_Wind_Onshore,2030,1,168,0.6613704555,1
NL_Wind_Onshore,2030,1,169,0.660166318,1
NL_Wind_Onshore,2030,1,170,0.6557991345,1
NL_Wind_Onshore,2030,1,171,0.651431951,1
NL_Wind_Onshore,2030,1,172,0.6470647675,1
NL_Wind_Onshore,2030,1,173,0.642697584,1
NL_Wind_Onshore,2030,1,174,0.62610740425,1
NL_Wind_Onshore,2030,1,175,0.6095172245,1
NL_Wind_Onshore,2030,1,176,0.59292704475,1
NL_Wind_Onshore,2030,1,177,0.576336865,1
NL_Wind_Onshore,2030,1,178,0.55652367425,1
NL_Wind_Onshore,2030,1,179,0.5367104835000001,1
NL_Wind_Onshore,2030,1,180,0.5168972927500001,1
NL_Wind_Onshore,2030,1,181,0.497084102,1
NL_Wind_Onshore,2030,1,182,0.46818109175,1
NL_Wind_Onshore,2030,1,183,0.43927808150000003,1
NL_Wind_Onshore,2030,1,184,0.41037507125,1
NL_Wind_Onshore,2030,1,185,0.381472061,1
NL_Wind_Onshore,2030,1,186,0.365356224,1
NL_Wind_Onshore,2030,1,187,0.349240387,1
NL_Wind_Onshore,2030,1,188,0.33312454999999996,1
NL_Wind_Onshore,2030,1,189,0.317008713,1
NL_Wind_Onshore,2030,1,190,0.29592568025,1
NL_Wind_Onshore,2030,1,191,0.2748426475,1
NL_Wind_Onshore,2030,1,192,0.25375961475,1
NL_Wind_Onshore,2030,1,193,0.232676582,1
NL_Wind_Onshore,2030,1,194,0.22212297274999998,1
NL_Wind_Onshore,2030,1,195,0.2115693635,1
NL_Wind_Onshore,2030,1,196,0.20101575425,1
NL_Wind_Onshore,2030,1,197,0.190462145,1
NL_Wind_Onshore,2030,1,198,0.1806025215,1
NL_Wind_Onshore,2030,1,199,0.170742898,1
NL_Wind_Onshore,2030,1,200,0.1608832745,1
NL_Wind_Onshore,2030,1,201,0.151023651,1
NL_Wind_Onshore,2030,1,202,0.14664046725000002,1
NL_Wind_Onshore,2030,1,203,0.1422572835,1
NL_Wind_Onshore,2030,1,204,0.13787409974999998,1
NL_Wind_Onshore,2030,1,205,0.133490916,1
NL_Wind_Onshore,2030,1,206,0.12986161124999998,1
NL_Wind_Onshore,2030,1,207,0.1262323065,1
NL_Wind_Onshore,2030,1,208,0.12260300175,1
NL_Wind_Onshore,2030,1,209,0.118973697,1
NL_Wind_Onshore,2030,1,210,0.11452537675,1
NL_Wind_Onshore,2030,1,211,0.11007705649999999,1
NL_Wind_Onshore,2030,1,212,0.10562873625,1
NL_Wind_Onshore,2030,1,213,0.101180416,1
NL_Wind_Onshore,2030,1,214,0.09675523725,1
NL_Wind_Onshore,2030,1,215,0.0923300585,1
NL_Wind_Onshore,2030,1,216,0.08790487975,1
NL_Wind_Onshore,2030,1,217,0.083479701,1
NL_Wind_Onshore,2030,1,218,0.08137342225000001,1
NL_Wind_Onshore,2030,1,219,0.0792671435,1
NL_Wind_Onshore,2030,1,220,0.07716086475,1
NL_Wind_Onshore,2030,1,221,0.075054586,1
NL_Wind_Onshore,2030,1,222,0.06384532125,1
NL_Wind_Onshore,2030,1,223,0.0526360565,1
NL_Wind_Onshore,2030,1,224,0.041426791750000004,1
NL_Wind_Onshore,2030,1,225,0.030217527,1
NL_Wind_Onshore,2030,1,226,0.0290051615,1
NL_Wind_Onshore,2030,1,227,0.027792796,1
NL_Wind_Onshore,2030,1,228,0.0265804305,1
NL_Wind_Onshore,2030,1,229,0.025368065,1
NL_Wind_Onshore,2030,1,230,0.02559956725,1
NL_Wind_Onshore,2030,1,231,0.025831069499999998,1
NL_Wind_Onshore,2030,1,232,0.02606257175,1
NL_Wind_Onshore,2030,1,233,0.026294074,1
NL_Wind_Onshore,2030,1,234,0.0259175575,1
NL_Wind_Onshore,2030,1,235,0.025541041,1
NL_Wind_Onshore,2030,1,236,0.0251645245,1
NL_Wind_Onshore,2030,1,237,0.024788008,1
NL_Wind_Onshore,2030,1,238,0.0230038965,1
NL_Wind_Onshore,2030,1,239,0.021219784999999998,1
NL_Wind_Onshore,2030,1,240,0.0194356735,1
NL_Wind_Onshore,2030,1,241,0.017651562,1
NL_Wind_Onshore,2030,1,242,0.015840407,1
NL_Wind_Onshore,2030,1,243,0.014029251999999999,1
NL_Wind_Onshore,2030,1,244,0.012218097,1
NL_Wind_Onshore,2030,1,245,0.010406942,1
NL_Wind_Onshore,2030,1,246,0.00927803675,1
NL_Wind_Onshore,2030,1,247,0.0081491315,1
NL_Wind_Onshore,2030,1,248,0.00702022625,1
NL_Wind_Onshore,2030,1,249,0.005891321,1
NL_Wind_Onshore,2030,1,250,0.0060973985,1
NL_Wind_Onshore,2030,1,251,0.006303476,1
NL_Wind_Onshore,2030,1,252,0.006509553499999999,1
NL_Wind_Onshore,2030,1,253,0.006715631,1
NL_Wind_Onshore,2030,1,254,0.00812139825,1
NL_Wind_Onshore,2030,1,255,0.0095271655,1
NL_Wind_Onshore,2030,1,256,0.010932932749999999,1
NL_Wind_Onshore,2030,1,257,0.0123387,1
NL_Wind_Onshore,2030,1,258,0.01254113175,1
NL_Wind_Onshore,2030,1,259,0.0127435635,1
NL_Wind_Onshore,2030,1,260,0.01294599525,1
NL_Wind_Onshore,2030,1,261,0.013148427,1
NL_Wind_Onshore,2030,1,262,0.012388541250000001,1
NL_Wind_Onshore,2030,1,263,0.011628655500000001,1
NL_Wind_Onshore,2030,1,264,0.01086876975,1
NL_Wind_Onshore,2030,1,265,0.010108884,1
NL_Wind_Onshore,2030,1,266,0.00932238625,1
NL_Wind_Onshore,2030,1,267,0.0085358885,1
NL_Wind_Onshore,2030,1,268,0.007749390750000001,1
NL_Wind_Onshore,2030,1,269,0.006962893,1
NL_Wind_Onshore,2030,1,270,0.0058090825,1
NL_Wind_Onshore,2030,1,271,0.004655272,1
NL_Wind_Onshore,2030,1,272,0.0035014615,1
NL_Wind_Onshore,2030,1,273,0.002347651,1
NL_Wind_Onshore,2030,1,274,0.00200561675,1
NL_Wind_Onshore,2030,1,275,0.0016635825,1
NL_Wind_Onshore,2030,1,276,0.00132154825,1
NL_Wind_Onshore,2030,1,277,0.000979514,1
NL_Wind_Onshore,2030,1,278,0.001046602,1
NL_Wind_Onshore,2030,1,279,0.00111369,1
NL_Wind_Onshore,2030,1,280,0.001180778,1
NL_Wind_Onshore,2030,1,281,0.001247866,1
NL_Wind_Onshore,2030,1,282,0.00140763025,1
NL_Wind_Onshore,2030,1,283,0.0015673945,1
NL_Wind_Onshore,2030,1,284,0.00172715875,1
NL_Wind_Onshore,2030,1,285,0.001886923,1
NL_Wind_Onshore,2030,1,286,0.00216605475,1
NL_Wind_Onshore,2030,1,287,0.0024451865,1
NL_Wind_Onshore,2030,1,288,0.0027243182499999997,1
NL_Wind_Onshore,2030,1,289,0.00300345,1
NL_Wind_Onshore,2030,1,290,0.003495095,1
NL_Wind_Onshore,2030,1,291,0.00398674,1
NL_Wind_Onshore,2030,1,292,0.004478385,1
NL_Wind_Onshore,2030,1,293,0.00497003,1
NL_Wind_Onshore,2030,1,294,0.00556273375,1
NL_Wind_Onshore,2030,1,295,0.0061554375,1
NL_Wind_Onshore,2030,1,296,0.006748141250000001,1
NL_Wind_Onshore,2030,1,297,0.007340845,1
NL_Wind_Onshore,2030,1,298,0.007245709,1
NL_Wind_Onshore,2030,1,299,0.007150573,1
NL_Wind_Onshore,2030,1,300,0.007055437,1
NL_Wind_Onshore,2030,1,301,0.006960301,1
NL_Wind_Onshore,2030,1,302,0.0063796325,1
NL_Wind_Onshore,2030,1,303,0.005798964,1
NL_Wind_Onshore,2030,1,304,0.0052182955,1
NL_Wind_Onshore,2030,1,305,0.004637627,1
NL_Wind_Onshore,2030,1,306,0.0039392705,1
NL_Wind_Onshore,2030,1,307,0.003240914,1
NL_Wind_Onshore,2030,1,308,0.0025425575,1
NL_Wind_Onshore,2030,1,309,0.001844201,1
NL_Wind_Onshore,2030,1,310,0.00157107725,1
NL_Wind_Onshore,2030,1,311,0.0012979534999999999,1
NL_Wind_Onshore,2030,1,312,0.00102482975,1
NL_Wind_Onshore,2030,1,313,0.000751706,1
NL_Wind_Onshore,2030,1,314,0.0007014454999999999,1
NL_Wind_Onshore,2030,1,315,0.000651185,1
NL_Wind_Onshore,2030,1,316,0.0006009245,1
NL_Wind_Onshore,2030,1,317,0.000550664,1
NL_Wind_Onshore,2030,1,318,0.0006287755,1
NL_Wind_Onshore,2030,1,319,0.000706887,1
NL_Wind_Onshore,2030,1,320,0.0007849985,1
NL_Wind_Onshore,2030,1,321,0.00086311,1
NL_Wind_Onshore,2030,1,322,0.0010418195,1
NL_Wind_Onshore,2030,1,323,0.0012205290000000001,1
NL_Wind_Onshore,2030,1,324,0.0013992385,1
NL_Wind_Onshore,2030,1,325,0.001577948,1
NL_Wind_Onshore,2030,1,326,0.0022928065000000003,1
NL_Wind_Onshore,2030,1,327,0.003007665,1
NL_Wind_Onshore,2030,1,328,0.0037225235,1
NL_Wind_Onshore,2030,1,329,0.004437382,1
NL_Wind_Onshore,2030,1,330,0.00527355475,1
NL_Wind_Onshore,2030,1,331,0.0061097275,1
NL_Wind_Onshore,2030,1,332,0.0069459002499999995,1
NL_Wind_Onshore,2030,1,333,0.007782073,1
NL_Wind_Onshore,2030,1,334,0.007964467499999999,1
NL_Wind_Onshore,2030,1,335,0.008146862,1
NL_Wind_Onshore,2030,1,336,0.0083292565,1
NL_Wind_Onshore,2030,1,337,0.008511651,1
NL_Wind_Onshore,2030,1,338,0.008391015,1
NL_Wind_Onshore,2030,1,339,0.008270379000000001,1
NL_Wind_Onshore,2030,1,340,0.008149743000000001,1
NL_Wind_Onshore,2030,1,341,0.008029107,1
NL_Wind_Onshore,2030,1,342,0.007699020500000001,1
NL_Wind_Onshore,2030,1,343,0.007368934000000001,1
NL_Wind_Onshore,2030,1,344,0.0070388475,1
NL_Wind_Onshore,2030,1,345,0.006708761,1
NL_Wind_Onshore,2030,1,346,0.00614710775,1
NL_Wind_Onshore,2030,1,347,0.0055854545,1
NL_Wind_Onshore,2030,1,348,0.0050238012499999995,1
NL_Wind_Onshore,2030,1,349,0.004462148,1
NL_Wind_Onshore,2030,1,350,0.00467432975,1
NL_Wind_Onshore,2030,1,351,0.004886511499999999,1
NL_Wind_Onshore,2030,1,352,0.0050986932499999995,1
NL_Wind_Onshore,2030,1,353,0.005310875,1
NL_Wind_Onshore,2030,1,354,0.00534825425,1
NL_Wind_Onshore,2030,1,355,0.0053856335,1
NL_Wind_Onshore,2030,1,356,0.005423012749999999,1
NL_Wind_Onshore,2030,1,357,0.005460392,1
NL_Wind_Onshore,2030,1,358,0.006414857499999999,1
NL_Wind_Onshore,2030,1,359,0.007369323,1
NL_Wind_Onshore,2030,1,360,0.0083237885,1
NL_Wind_Onshore,2030,1,361,0.009278254,1
NL_Wind_Onshore,2030,1,362,0.009758951,1
NL_Wind_Onshore,2030,1,363,0.010239648,1
NL_Wind_Onshore,2030,1,364,0.010720345,1
NL_Wind_Onshore,2030,1,365,0.011201042,1
NL_Wind_Onshore,2030,1,366,0.009934936,1
NL_Wind_Onshore,2030,1,367,0.008668829999999999,1
NL_Wind_Onshore,2030,1,368,0.007402723999999999,1
NL_Wind_Onshore,2030,1,369,0.006136618,1
NL_Wind_Onshore,2030,1,370,0.0066234705,1
NL_Wind_Onshore,2030,1,371,0.007110323,1
NL_Wind_Onshore,2030,1,372,0.0075971755,1
NL_Wind_Onshore,2030,1,373,0.008084028,1
NL_Wind_Onshore,2030,1,374,0.00953451575,1
NL_Wind_Onshore,2030,1,375,0.0109850035,1
NL_Wind_Onshore,2030,1,376,0.01243549125,1
NL_Wind_Onshore,2030,1,377,0.013885979,1
NL_Wind_Onshore,2030,1,378,0.014671581,1
NL_Wind_Onshore,2030,1,379,0.015457183,1
NL_Wind_Onshore,2030,1,380,0.016242785,1
NL_Wind_Onshore,2030,1,381,0.017028387,1
NL_Wind_Onshore,2030,1,382,0.016858444,1
NL_Wind_Onshore,2030,1,383,0.016688501,1
NL_Wind_Onshore,2030,1,384,0.016518558,1
NL_Wind_Onshore,2030,1,385,0.016348615,1
NL_Wind_Onshore,2030,1,386,0.01653373325,1
NL_Wind_Onshore,2030,1,387,0.0167188515,1
NL_Wind_Onshore,2030,1,388,0.016903969749999997,1
NL_Wind_Onshore,2030,1,389,0.017089088,1
NL_Wind_Onshore,2030,1,390,0.019234118249999998,1
NL_Wind_Onshore,2030,1,391,0.0213791485,1
NL_Wind_Onshore,2030,1,392,0.02352417875,1
NL_Wind_Onshore,2030,1,393,0.025669209,1
NL_Wind_Onshore,2030,1,394,0.030005109999999998,1
NL_Wind_Onshore,2030,1,395,0.034341011,1
NL_Wind_Onshore,2030,1,396,0.038676911999999994,1
NL_Wind_Onshore,2030,1,397,0.043012813,1
NL_Wind_Onshore,2030,1,398,0.0498019615,1
NL_Wind_Onshore,2030,1,399,0.05659111,1
NL_Wind_Onshore,2030,1,400,0.06338025850000001,1
NL_Wind_Onshore,2030,1,401,0.070169407,1
NL_Wind_Onshore,2030,1,402,0.0750754615,1
NL_Wind_Onshore,2030,1,403,0.079981516,1
NL_Wind_Onshore,2030,1,404,0.08488757050000001,1
NL_Wind_Onshore,2030,1,405,0.089793625,1
NL_Wind_Onshore,2030,1,406,0.09124373150000001,1
NL_Wind_Onshore,2030,1,407,0.092693838,1
NL_Wind_Onshore,2030,1,408,0.09414394449999999,1
NL_Wind_Onshore,2030,1,409,0.095594051,1
NL_Wind_Onshore,2030,1,410,0.09509707125,1
NL_Wind_Onshore,2030,1,411,0.0946000915,1
NL_Wind_Onshore,2030,1,412,0.09410311175,1
NL_Wind_Onshore,2030,1,413,0.093606132,1
NL_Wind_Onshore,2030,1,414,0.09883662,1
NL_Wind_Onshore,2030,1,415,0.10406710799999999,1
NL_Wind_Onshore,2030,1,416,0.109297596,1
NL_Wind_Onshore,2030,1,417,0.114528084,1
NL_Wind_Onshore,2030,1,418,0.11934431275,1
NL_Wind_Onshore,2030,1,419,0.1241605415,1
NL_Wind_Onshore,2030,1,420,0.12897677024999998,1
NL_Wind_Onshore,2030,1,421,0.133792999,1
NL_Wind_Onshore,2030,1,422,0.14170370375,1
NL_Wind_Onshore,2030,1,423,0.14961440850000002,1
NL_Wind_Onshore,2030,1,424,0.15752511325000002,1
NL_Wind_Onshore,2030,1,425,0.165435818,1
NL_Wind_Onshore,2030,1,426,0.17127548425,1
NL_Wind_Onshore,2030,1,427,0.1771151505,1
NL_Wind_Onshore,2030,1,428,0.18295481675000003,1
NL_Wind_Onshore,2030,1,429,0.188794483,1
NL_Wind_Onshore,2030,1,430,0.19076047125,1
NL_Wind_Onshore,2030,1,431,0.1927264595,1
NL_Wind_Onshore,2030,1,432,0.19469244775,1
NL_Wind_Onshore,2030,1,433,0.196658436,1
NL_Wind_Onshore,2030,1,434,0.2013048855,1
NL_Wind_Onshore,2030,1,435,0.205951335,1
NL_Wind_Onshore,2030,1,436,0.2105977845,1
NL_Wind_Onshore,2030,1,437,0.215244234,1
NL_Wind_Onshore,2030,1,438,0.2152834015,1
NL_Wind_Onshore,2030,1,439,0.21532256900000002,1
NL_Wind_Onshore,2030,1,440,0.2153617365,1
NL_Wind_Onshore,2030,1,441,0.215400904,1
NL_Wind_Onshore,2030,1,442,0.220173465,1
NL_Wind_Onshore,2030,1,443,0.22494602600000002,1
NL_Wind_Onshore,2030,1,444,0.229718587,1
NL_Wind_Onshore,2030,1,445,0.234491148,1
NL_Wind_Onshore,2030,1,446,0.24314909125,1
NL_Wind_Onshore,2030,1,447,0.2518070345,1
NL_Wind_Onshore,2030,1,448,0.26046497775,1
NL_Wind_Onshore,2030,1,449,0.269122921,1
NL_Wind_Onshore,2030,1,450,0.285449284,1
NL_Wind_Onshore,2030,1,451,0.30177564700000004,1
NL_Wind_Onshore,2030,1,452,0.31810201,1
NL_Wind_Onshore,2030,1,453,0.334428373,1
NL_Wind_Onshore,2030,1,454,0.3467193775,1
NL_Wind_Onshore,2030,1,455,0.359010382,1
NL_Wind_Onshore,2030,1,456,0.3713013865,1
NL_Wind_Onshore,2030,1,457,0.383592391,1
NL_Wind_Onshore,2030,1,458,0.38374075874999997,1
NL_Wind_Onshore,2030,1,459,0.38388912649999996,1
NL_Wind_Onshore,2030,1,460,0.38403749425,1
NL_Wind_Onshore,2030,1,461,0.384185862,1
NL_Wind_Onshore,2030,1,462,0.36983059625,1
NL_Wind_Onshore,2030,1,463,0.3554753305,1
NL_Wind_Onshore,2030,1,464,0.34112006475,1
NL_Wind_Onshore,2030,1,465,0.326764799,1
NL_Wind_Onshore,2030,1,466,0.3038130515,1
NL_Wind_Onshore,2030,1,467,0.280861304,1
NL_Wind_Onshore,2030,1,468,0.2579095565,1
NL_Wind_Onshore,2030,1,469,0.234957809,1
NL_Wind_Onshore,2030,1,470,0.21912199799999998,1
NL_Wind_Onshore,2030,1,471,0.203286187,1
NL_Wind_Onshore,2030,1,472,0.187450376,1
NL_Wind_Onshore,2030,1,473,0.171614565,1
NL_Wind_Onshore,2030,1,474,0.17253418325,1
NL_Wind_Onshore,2030,1,475,0.1734538015,1
NL_Wind_Onshore,2030,1,476,0.17437341975,1
NL_Wind_Onshore,2030,1,477,0.175293038,1
NL_Wind_Onshore,2030,1,478,0.17980696275000002,1
NL_Wind_Onshore,2030,1,479,0.1843208875,1
NL_Wind_Onshore,2030,1,480,0.18883481224999998,1
NL_Wind_Onshore,2030,1,481,0.193348737,1
NL_Wind_Onshore,2030,1,482,0.20844169525,1
NL_Wind_Onshore,2030,1,483,0.22353465349999999,1
NL_Wind_Onshore,2030,1,484,0.23862761174999997,1
NL_Wind_Onshore,2030,1,485,0.25372057,1
NL_Wind_Onshore,2030,1,486,0.281103502,1
NL_Wind_Onshore,2030,1,487,0.308486434,1
NL_Wind_Onshore,2030,1,488,0.33586936599999995,1
NL_Wind_Onshore,2030,1,489,0.363252298,1
NL_Wind_Onshore,2030,1,490,0.3841035535,1
NL_Wind_Onshore,2030,1,491,0.404954809,1
NL_Wind_Onshore,2030,1,492,0.4258060645,1
NL_Wind_Onshore,2030,1,493,0.44665732,1
NL_Wind_Onshore,2030,1,494,0.45707045150000003,1
NL_Wind_Onshore,2030,1,495,0.46748358300000004,1
NL_Wind_Onshore,2030,1,496,0.4778967145,1
NL_Wind_Onshore,2030,1,497,0.488309846,1
NL_Wind_Onshore,2030,1,498,0.48725640275,1
NL_Wind_Onshore,2030,1,499,0.48620295950000003,1
